排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
18,paperclipai/paperclip,https://github.com/paperclipai/paperclip,AI Agent,66394,78515,2026-03-02,企业管理 Agent 的开源应用,编排与监控工作流 Agent
19,datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,AI Agent,60227,73215,2025-09-07,《从零构建智能体》开源教程,系统学习 Agent 原理与实践
20,666ghj/MiroFish,https://github.com/666ghj/MiroFish,AI Agent,58908,71055,2025-11-26,通用群体智能引擎,多 Agent 协作预测与决策
21,bytedance/deer-flow,https://github.com/bytedance/deer-flow,AI Agent,56929,80101,2025-05-07,字节开源长程 SuperAgent 框架,研究/编码/创作自主任务
22,santifer/career-ops,https://github.com/santifer/career-ops,AI Agent,56004,64106,2026-04-04,开源 AI 求职工具,扫描职位/评估匹配/自动投递
23,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,AI Agent,54681,72620,2025-10-17,Claude 技能精选列表,找高质量 Agent 技能
24,ruvnet/ruflo,https://github.com/ruvnet/ruflo,AI Agent,54421,68014,2025-06-02,Agent 元编排框架（多 Agent 集群）,部署多 Agent 协作
25,ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,AI Agent,54163,63038,2026-01-10,LLM 股票智能分析系统,行情/新闻/决策看板与推送
26,mvanhorn/last30days-skill,https://github.com/mvanhorn/last30days-skill,AI Agent,53603,58401,2026-01-23,跨平台研究话题的 Agent 技能,汇总近 30 天社媒趋势
27,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,AI Agent,51785,106538,2025-04-17,把 Gemini 接入终端的开源 Agent,命令行 AI 编程与任务
28,gsd-build/get-shit-done,https://github.com/gsd-build/get-shit-done,AI Agent,50729,64689,2025-12-14,轻量元提示/上下文工程工具,快速搭建 Agent 工作流
29,MemPalace/mempalace,https://github.com/MemPalace/mempalace,AI Agent,50035,58412,2026-04-05,开源 AI 记忆系统,给 Agent 长期记忆
30,open-webui/open-webui,https://github.com/open-webui/open-webui,AI Agent,42971,148962,2023-10-06,自托管 AI 聊天界面,本地/私有化部署 LLM 对话
31,browser-use/browser-use,https://github.com/browser-use/browser-use,AI Agent,41545,109437,2024-10-31,让 AI 操作浏览器的工具,网页自动化任务
32,VoltAgent/awesome-openclaw-skills,https://github.com/VoltAgent/awesome-openclaw-skills,AI Agent,39677,51982,2026-01-25,OpenClaw 技能合集（5400+）,找 OpenClaw 技能
33,bojieli/ai-agent-book,https://github.com/bojieli/ai-agent-book,AI Agent,37798,37889,2025-09-09,《深入理解 AI Agent》开源书,系统学习 Agent 设计与工程
34,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,AI Agent,35505,72320,2024-11-28,18 课 AI Agent 入门教程,零基础学做 Agent
35,aaif-goose/goose,https://github.com/aaif-goose/goose,AI Agent,29892,52880,2024-08-23,可扩展开源 AI Agent,超越代码建议的自主任务
36,OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,AI Agent,23617,84234,2024-03-13,AI 驱动的全自动软件开发平台,自主完成编码任务
37,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,AI Agent,23471,62891,2024-11-29,AI 对冲基金团队（多 Agent）,模拟/辅助量化投资
38,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,AI Agent,21968,22227,2026-05-01,把技术书 PDF 转成 Agent 技能的工具,快速沉淀领域知识技能
39,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,AI Agent,21114,21129,2026-05-13,防止 Agent 冗长铺垫的技能,让 Agent 直接给结论
40,crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,AI Agent,19540,57173,2023-10-27,角色扮演多 Agent 编排框架,快速搭建协作 Agent 团队
41,andrewyng/openworker,https://github.com/andrewyng/openworker,AI Agent,14659,14659,2026-07-20,Andrew Ng 开源 AI 工作体,面向真实工作的 AI Agent 编排
42,yc-software/qm,https://github.com/yc-software/qm,AI Agent,13705,13705,2026-07-29,多人协作 Agent harness,以团队方式驱动 Agent 完成任务
43,microsoft/autogen,https://github.com/microsoft/autogen,AI Agent,12215,60457,2023-08-18,用于 Agent AI 的编程框架,多 Agent 编排与对话
44,FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,AI Agent,11063,57987,2025-03-06,开源通用 Agent 平台（Manus 开源替代）,自主完成复杂任务
45,omnigent-ai/omnigent,https://github.com/omnigent-ai/omnigent,AI Agent,8931,8931,2026-06-11,开源 Agent 元编排框架,统一编排 Claude Code 等多 Agent
46,unicity-aos/aos-ce,https://github.com/unicity-aos/aos-ce,AI Agent,8587,8587,2026-07-12,开源 Agent 操作系统,把 Agent 作为系统底座运行
47,trycompai/crm,https://github.com/trycompai/crm,AI Agent,8518,8518,2026-07-31,Agent 优先的开源 CRM,为 AI Agent 工作流管理客户关系
48,cloudflare/computer,https://github.com/cloudflare/computer,AI Agent,8332,8332,2026-06-05,给 Agent 一台虚拟电脑,让 Agent 操作完整计算环境
49,KunAgent/Kun,https://github.com/KunAgent/Kun,AI Agent,6125,6125,2026-05-21,本地优先 Agent 工作空间,编码/写作/设计/研究/自动化一体
50,elder-plinius/T3MP3ST,https://github.com/elder-plinius/T3MP3ST,AI Agent,5593,5593,2026-07-02,自主红队测试平台,多 Agent 进攻性安全元编排
51,vercel/eve,https://github.com/vercel/eve,AI Agent,4662,4662,2026-06-16,开源智能体项目,The Open Framework for B界面lding Agents
52,OpenBMB/PilotDeck,https://github.com/OpenBMB/PilotDeck,AI Agent,3942,3942,2026-05-22,开源智能体项目,Task-oriented AI Agent productivity platform
53,davidondrej/skills,https://github.com/davidondrej/skills,AI Agent,3638,3638,2026-06-24,开源智能体项目,access to david ondrej's personal 智能体 技能
54,kunchenguid/firstmate,https://github.com/kunchenguid/firstmate,AI Agent,3627,3627,2026-06-12,开源智能体项目,Talk to one 智能体. Ship with a crew.
55,EverMind-AI/Raven,https://github.com/EverMind-AI/Raven,AI Agent,3536,3536,2026-05-21,开源智能体项目,The memory-first, self-improving 智能体 运行框架 b界面lt on EverOS, w…
56,tutti-os/tutti,https://github.com/tutti-os/tutti,AI Agent,3281,3281,2026-06-12,开源智能体项目,Where people and 智能体s b界面ld in tune.
57,synthetic-sciences/openscience,https://github.com/synthetic-sciences/openscience,AI Agent,3247,3247,2026-07-03,开源工具项目,The open-source AI workbench for scientific research
58,kvcache-ai/AgentENV,https://github.com/kvcache-ai/AgentENV,AI Agent,3206,3206,2026-07-23,开源智能体项目,AgentENV (AENV) is a distributed platform for running 智能体 en…
59,OpenNSWM-Lab/FAROS,https://github.com/OpenNSWM-Lab/FAROS,AI Agent,2926,2993,2026-05-13,开源工作流项目,A blueprint-driven AutoResearch runtime for orchestrating AI…
60,open-gitagent/opengap,https://github.com/open-gitagent/opengap,AI Agent,2915,2915,2026-02-24,开源智能体项目,A framework-agnostic, git-native standard for defining AI 智能…
61,simonlin1212/TradingAgents-astock,https://github.com/simonlin1212/TradingAgents-astock,AI Agent,2788,2859,2026-05-13,开源智能体项目,A股多Agent投研框架 — 适配A股数据源(龙虎榜/游资/解禁等)，7位分析师基于A股规则的辩论决策，基于Tradin…
62,ljagiello/ctf-skills,https://github.com/ljagiello/ctf-skills,AI Agent,2659,3000,2026-02-01,开源智能体项目,Agent 技能 for solving CTF challenges - web exploitation, bina…
63,VRSEN/OpenSwarm,https://github.com/VRSEN/OpenSwarm,AI Agent,2586,2855,2026-04-12,开源编码项目,Claude code for everything except 编码
64,collabs-inc/collab-public,https://github.com/collabs-inc/collab-public,AI Agent,2510,2893,2026-03-15,开源智能体项目,Collaborator is a place to create with 智能体s.
65,FreedomIntelligence/OpenClaw-Medical-Skills,https://github.com/FreedomIntelligence/OpenClaw-Medical-Skills,AI Agent,2503,2944,2026-03-08,开源技能项目,The largest open-source medical AI 技能 library for OpenClaw🦞.…
66,foryourhealth111-pixel/Vibe-Skills,https://github.com/foryourhealth111-pixel/Vibe-Skills,AI Agent,2499,2849,2026-02-22,开源工作流项目,VibeSkills is a general-purpose Skill that automatically rou…
67,flutter/agent-plugins,https://github.com/flutter/agent-plugins,AI Agent,2481,2832,2026-02-25,开源工具项目,开源项目，详见仓库说明
68,open-webui/open-terminal,https://github.com/open-webui/open-terminal,AI Agent,2435,2989,2026-02-10,开源工具项目,A computer you can curl ⚡
69,off-grid-ai/OGAM,https://github.com/off-grid-ai/OGAM,AI Agent,2410,2934,2026-01-29,开源大语言模型项目,The Swiss Army Knife of Offline AI. Chat, see, speak, and ge…
70,qingchencloud/clawpanel,https://github.com/qingchencloud/clawpanel,AI Agent,2387,2924,2026-02-26,开源智能体项目,🦞 OpenClaw & Hermes Agent 多引擎 AI 管理面板 — 内置 AI 助手（工具调用 + 图片识别…
71,openocta/openocta,https://github.com/openocta/openocta,AI Agent,2349,2969,2026-02-26,开源工具项目,国产开源的桌面级智能体，信创安全，适用于电脑办公、文档处理、IT运维与安全、市场营销等场景。
72,mengjian-github/openclaw101,https://github.com/mengjian-github/openclaw101,AI Agent,2269,2964,2026-02-02,开源工具项目,🐾 OpenClaw 101 — 从零开始，7天掌握你的AI私人助理 | 全网资源聚合站
73,GH05TCREW/pentestagent,https://github.com/GH05TCREW/pentestagent,AI Agent,2162,2955,2025-05-15,开源智能体项目,PentestAgent is an AI 智能体 framework for black-box 安全 testing…
74,xiamuceer-j/MuMuAINovel,https://github.com/xiamuceer-j/MuMuAINovel,AI Agent,2127,2858,2025-10-30,开源工具项目,一款基于 AI 的智能小说创作助手，帮助你轻松创作精彩故事
75,Y-Research-SBU/QuantHarness,https://github.com/Y-Research-SBU/QuantHarness,AI Agent,2113,2832,2025-07-10,开源运行框架项目,Official Repository for QuantHarness
76,ultraworkers/claw-code,https://github.com/ultraworkers/claw-code,Coding Agent,169184,195069,2026-03-31,由 Agent 管理的 Rust 代码项目,展示 Agent 驱动的开发流程
77,anomalyco/opencode,https://github.com/anomalyco/opencode,Coding Agent,142689,198122,2025-04-30,开源命令行编程 Agent,在终端自动编写与修改代码
78,garrytan/gstack,https://github.com/garrytan/gstack,Coding Agent,111755,128277,2026-03-11,Claude Code 开箱即用配置集（23 个工具）,快速搭建 Agent 开发环境
79,farion1231/cc-switch,https://github.com/farion1231/cc-switch,Coding Agent,110931,127611,2025-08-04,Claude Code 跨平台桌面助手,统一管理多个 Claude Code 会话
80,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,开发工具,103988,168211,2024-04-15,面向 LLM 的网页抓取/搜索 API,为 AI 提供干净的联网数据
81,Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,开发工具,98751,107123,2026-04-03,代码库知识图谱生成工具,理解大型代码库结构与依赖
82,microsoft/markitdown,https://github.com/microsoft/markitdown,开发工具,97427,174103,2024-11-13,文件/办公文档转 Markdown 的 Python 工具,为 LLM/RAG 准备文档输入
83,anthropics/claude-code,https://github.com/anthropics/claude-code,Coding Agent,97064,141660,2025-02-22,终端里的 Agent 化编程工具,自然语言驱动的代码编写与重构
84,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,开发工具,94319,108774,2026-03-31,知名设计系统 DESIGN.md 合集,参考大厂设计规范
85,github/spec-kit,https://github.com/github/spec-kit,Coding Agent,93707,129560,2025-08-21,规格驱动开发（SDD）工具包,用规格文档引导 AI 编程
86,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,Coding Agent,88907,98545,2026-04-04,极简省 token 的 Claude Code 技能,用最少 token 完成编码
87,DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,基础设施,85445,193687,2024-05-30,免费域名分发平台,个人与项目免费获取域名
88,nexu-io/open-design,https://github.com/nexu-io/open-design,前端框架,81634,87541,2026-04-28,本地优先的开源设计工具（Claude Design 替代）,本地用 AI 做界面设计
89,karpathy/autoresearch,https://github.com/karpathy/autoresearch,模型/推理,78477,93962,2026-03-06,单 GPU 上跑科研的实验 Agent,自动化深度学习研究
90,ruvnet/RuView,https://github.com/ruvnet/RuView,多模态,75324,90377,2025-06-07,用 WiFi 信号做实时空间感知的工具,无摄像头的环境监测
91,Egonex-AI/Understand-Anything,https://github.com/Egonex-AI/Understand-Anything,开发工具,74498,79526,2026-03-15,把代码转成教学图谱的工具,理解陌生代码库
92,koala73/worldmonitor,https://github.com/koala73/worldmonitor,多模态,70051,82406,2026-01-08,AI 驱动全球情报看板,实时聚合新闻与事件监控
93,rtk-ai/rtk,https://github.com/rtk-ai/rtk,开发工具,68206,76299,2026-01-22,降低 LLM token 消耗的 CLI 代理,压缩上下文以降本提速
94,Shubhamsaboo/awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps,开发工具,67837,132895,2024-04-29,100+ AI Agent/技能/RAG 应用精选列表,找开源 LLM 应用参考
95,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,开发工具,65230,66539,2026-01-07,发送给 LLM 前压缩上下文的工具,降低 token 与延迟
96,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,开发工具,63472,66621,2026-01-18,预索引代码知识图谱,代码检索与导航
97,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,音视频,61917,104699,2024-03-11,AI 一键生成高清短视频工具,按主题批量产出短视频
98,openai/codex,https://github.com/openai/codex,Coding Agent,61616,106279,2025-04-13,终端轻量编程 Agent,自动完成编码任务
99,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,开发工具,59787,74596,2024-10-13,自适应网页抓取框架,稳定爬取动态网页
100,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,基础设施,59489,138212,2023-11-21,基于 Tauri 的代理 GUI 客户端,流量分流与科学上网
101,x1xhlol/system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,开发工具,59238,142878,2025-03-05,主流 AI 编码工具系统提示词汇编,研究/复现各家 Agent 提示词
102,shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,Coding Agent,57499,74386,2025-06-29,极简 Claude Code 式 Agent harness 教程,学习搭建编码 Agent
103,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,音视频,57138,83904,2025-06-22,开源视频剪辑工具（剪映替代）,视频剪辑与特效
104,pbakaus/impeccable,https://github.com/pbakaus/impeccable,前端框架,54733,59683,2025-11-16,让 AI 生成更高质感界面的设计体系,提升 AI 产出 UI 设计水准
105,shanraisshan/claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice,Coding Agent,54467,64579,2025-10-31,Claude Code 最佳实践指南,从 vibe coding 到 Agent 工程
106,Fission-AI/OpenSpec,https://github.com/Fission-AI/OpenSpec,Coding Agent,52139,65079,2025-08-05,面向 AI 编程助手的规格驱动开发工具,用规格文档管控代码生成
107,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,Coding Agent,50939,67956,2025-12-03,极致省 token 的编程 Agent,低成本自动化编码
108,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,开发工具,48340,49186,2026-02-13,统一 AI 模型网关,一个端点接入 290+ 模型
109,tw93/Mole,https://github.com/tw93/Mole,开发工具,45965,63754,2025-09-23,Mac 清理与优化工具,系统维护与监控
110,asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,开发工具,44121,63023,2025-05-03,Anthropic 等系统提示词泄露合集,研究前沿模型提示词
111,karpathy/nanochat,https://github.com/karpathy/nanochat,模型/推理,43649,57247,2025-10-13,单 GPU 可训练运行的极简 ChatGPT,学习/实验 LLM 训练
112,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,多模态,40521,61506,2025-04-28,AI 舆情与趋势监控工具,多平台热点追踪
113,microsoft/VibeVoice,https://github.com/microsoft/VibeVoice,音视频,38740,52752,2025-08-25,开源前沿语音生成模型,高质量语音合成
114,hesreallyhim/awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code,Coding Agent,36974,52436,2025-04-19,Claude Code 资源精选列表,找编码 Agent 工具与技巧
115,daytonaio/daytona,https://github.com/daytonaio/daytona,基础设施,34498,71995,2024-02-06,运行 AI Agent 的安全弹性基础设施,云端沙箱执行 Agent
116,opendatalab/MinerU,https://github.com/opendatalab/MinerU,开发工具,34282,77746,2024-02-29,文档（PDF/Office）转结构化数据工具,为 RAG/训练准备语料
117,upstash/context7,https://github.com/upstash/context7,开发工具,32570,60845,2025-03-26,为 LLM 提供最新代码文档的服务,减少 Agent 幻觉
118,punkpeye/awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers,开发工具,29617,92446,2024-11-30,MCP 服务器精选列表,找 Agent 工具接入
119,Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,开发工具,29134,56072,2025-05-14,n8n 工作流合集,参考自动化流程模板
120,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,开发工具,29061,89614,2024-11-19,Model Context Protocol 官方服务器合集,给 Agent 接入外部工具/数据
121,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,开发工具,28422,78373,2024-05-09,对 LLM 友好的开源网页爬虫,抓取网页供 RAG/训练
122,unslothai/unsloth,https://github.com/unslothai/unsloth,模型/推理,27930,72593,2023-11-29,本地训练/微调 LLM 与扩散模型的工具,低成本微调
123,block/buzz,https://github.com/block/buzz,基础设施,27746,27761,2026-03-06,去中心化群体通信平台,加密/匿名协作通信
124,infiniflow/ragflow,https://github.com/infiniflow/ragflow,开发工具,27151,88611,2023-12-12,深度文档理解的开源 RAG 引擎,企业级检索增强生成
125,xai-org/grok-build,https://github.com/xai-org/grok-build,Coding Agent,25392,25392,2026-07-14,xAI 编码 Agent 终端工具,全屏鼠标交互式编写与扩展代码
126,jingyaogong/minimind,https://github.com/jingyaogong/minimind,模型/推理,25271,54746,2024-07-27,教学用极简 LLM 训练项目,学习大模型训练原理
127,JustVugg/colibri,https://github.com/JustVugg/colibri,模型/推理,25222,25222,2026-07-01,本地运行 MoE 大模型引擎,在自有硬件上流式跑前沿 MoE 模型
128,docling-project/docling,https://github.com/docling-project/docling,开发工具,25181,64858,2024-07-09,文档解析与转换工具,为生成式 AI 准备文档
129,astral-sh/uv,https://github.com/astral-sh/uv,开发工具,24433,88791,2023-10-02,极速 Python 包与项目管理器,替代 pip/venv/poetry
130,baidu/Unlimited-OCR,https://github.com/baidu/Unlimited-OCR,开发工具,23930,23930,2026-06-18,百度无限 OCR 解析工具,一次性长文档高精度文字识别与解析
131,hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,音视频,23333,95975,2023-09-24,实时换脸与一键视频深度伪造工具,直播/视频换脸
132,permissionlesstech/bitchat,https://github.com/permissionlesstech/bitchat,基础设施,21352,35439,2025-07-04,蓝牙 Mesh 去中心化聊天,无网环境近距离通信
133,alibaba/open-code-review,https://github.com/alibaba/open-code-review,Coding Agent,20338,20599,2026-05-18,阿里开源 AI 代码审查工具,自动化 PR 评审
134,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,前端框架,16511,65693,2024-05-30,真正独立的全新网页浏览器,开源自主浏览器引擎
135,firecrawl/anydoc,https://github.com/firecrawl/anydoc,开发工具,16463,16463,2026-08-03,文档转 Markdown 工具,将 Office/PDF/EPUB 等转干净 Markdown
136,langchain-ai/openwiki,https://github.com/langchain-ai/openwiki,Coding Agent,15186,15186,2026-06-22,代码库 Agent 文档 CLI,自动撰写与维护代码库文档
137,ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,开发工具,13819,87204,2023-09-18,用图解讲清复杂系统的开源书,学习分布式系统设计
138,Fei-Away/Codex-Dream-Skin,https://github.com/Fei-Away/Codex-Dream-Skin,Coding Agent,13791,13791,2026-07-15,Codex 主题皮肤,美化 Codex 编码界面
139,XiaomiMiMo/MiMo-Code,https://github.com/XiaomiMiMo/MiMo-Code,Coding Agent,12756,12756,2026-06-10,小米 MiMo 编码 Agent,让模型与 Agent 协同进化编写代码
140,img2threejs/img2threejs,https://github.com/img2threejs/img2threejs,多模态,11946,11946,2026-07-15,图片转 Three.js 3D 工具,把参考图重建成程序化 3D 场景
141,RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,音视频,11575,60948,2024-01-14,少样本语音克隆/TTS 模型,1 分钟语音训练高质量 TTS
142,guillaumemeyer/watermarks-remover,https://github.com/guillaumemeyer/watermarks-remover,多模态,11548,11548,2026-08-11,AI 水印去除工具,剥离多厂商 AI 来源标记
143,dockur/windows,https://github.com/dockur/windows,基础设施,11399,52877,2024-01-14,在 Docker 里运行 Windows,容器化 Windows 环境
144,lidge-jun/opencodex,https://github.com/lidge-jun/opencodex,Coding Agent,10478,10478,2026-06-18,Codex/Claude Code 代理,任意 LLM 接入 OpenAI Codex 与 Claude Code
145,cobusgreyling/loop-engineering,https://github.com/cobusgreyling/loop-engineering,Coding Agent,10423,10423,2026-06-09,循环工程实践工具集,用 AI 编码 Agent 做循环工程
146,XxHuberrr/Mineradio,https://github.com/XxHuberrr/Mineradio,音视频,9989,9989,2026-06-02,沉浸式音乐播放器,电影镜头+粒子视觉的歌词舞台播放器
147,openai/codex-security,https://github.com/openai/codex-security,Coding Agent,9889,9889,2026-07-13,OpenAI Codex 安全 CLI,发现/验证/修复安全漏洞
148,StarTrail-org/PixelRAG,https://github.com/StarTrail-org/PixelRAG,多模态,9556,9556,2026-05-29,像素原生检索引擎,可规模化的图像级 RAG 搜索
149,helloianneo/ian-xiaohei-illustrations,https://github.com/helloianneo/ian-xiaohei-illustrations,多模态,9518,9518,2026-05-27,小黑怪诞配图生成技能,为文章生成手绘风插图
150,Yu9191/wloc,https://github.com/Yu9191/wloc,开发工具,9086,9086,2026-06-24,Apple 网络定位修改工具,一键设置/恢复虚拟定位坐标
151,anywhere-labs/deepseek-harness-desktop,https://github.com/anywhere-labs/deepseek-harness-desktop,开发工具,9018,9018,2026-08-13,DeepSeek Harness 桌面端,为 DSH 插件生态提供图形界面
152,shadcn/improve,https://github.com/shadcn/improve,Coding Agent,8895,8895,2026-06-10,代码审计规划工具,用强模型审计代码并给弱模型写计划
153,makerspet/oomwoo,https://github.com/makerspet/oomwoo,机器人,8555,8555,2026-06-10,开源扫地机器人,自托管清洁机器人方案
154,zhishile/codex-auth-helper,https://github.com/zhishile/codex-auth-helper,Coding Agent,8526,8526,2026-06-02,Codex 登录助手,本地导出已登录会话生成 auth.json
155,AprilNEA/OpenLogi,https://github.com/AprilNEA/OpenLogi,开发工具,8512,8512,2026-05-24,罗技外设本地替代,Rust 重写按键映射与手势
156,MoonshotAI/Kimi-K3,https://github.com/MoonshotAI/Kimi-K3,模型/推理,8476,8476,2026-07-27,月之暗面 Kimi K3 模型,开源前沿智能模型
157,EpicGames/lore,https://github.com/EpicGames/lore,开发工具,8400,8400,2026-05-21,下一代开源版本控制,为游戏/大仓设计的 VCS
158,open-gsd/gsd-core,https://github.com/open-gsd/gsd-core,Coding Agent,8330,8330,2026-05-22,Git. Ship. Done 核心,AI 驱动的提交到交付流程
159,deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,模型/推理,8295,104305,2024-12-26,DeepSeek 开源 MoE 大模型,通用 LLM 推理与微调
160,oso95/scroll-world,https://github.com/oso95/scroll-world,前端框架,8238,8238,2026-07-06,3D 世界落地页生成,把品牌变成可滚动 3D 世界
161,astrid-runtime/book,https://github.com/astrid-runtime/book,基础设施,7493,7493,2026-06-06,Astrid 操作系统规范,内核/IPC/安全模型参考文档
162,astrid-runtime/handbook,https://github.com/astrid-runtime/handbook,开发工具,7436,7436,2026-06-06,Astrid 贡献者手册,多仓协作与提交流程文档
163,anthropics/defending-code-reference-harness,https://github.com/anthropics/defending-code-reference-harness,Coding Agent,7211,7211,2026-05-22,代码防护 Agent harness,威胁建模/扫描/自主补丁
164,teamchong/pxpipe,https://github.com/teamchong/pxpipe,Coding Agent,7120,7120,2026-05-20,文本转图像省 token,把长文本渲染为图降低上下文消耗
165,deepseek-ai/DeepSpec,https://github.com/deepseek-ai/DeepSpec,模型/推理,6977,6977,2026-06-26,投机解码训练代码库,训练与评估投机解码算法
166,MoonshotAI/kimi-code,https://github.com/MoonshotAI/kimi-code,Coding Agent,6824,6824,2026-05-22,Kimi Code 命令行,下一代 Agent 编码起点
167,op7418/guizang-social-card-skill,https://github.com/op7418/guizang-social-card-skill,多模态,6373,6373,2026-05-27,小红书封面生成技能,生成图文轮播与封面对
168,zgwl/chinese-buy-us-stock-guide,https://github.com/zgwl/chinese-buy-us-stock-guide,开发工具,6302,6302,2026-05-30,美股投资指南,学习美股/期权知识框架
