排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
54,anywhere-labs/deepseek-harness-desktop,https://github.com/anywhere-labs/dsh-desktop,开发工具,28030,28030,2026-08-13,开源开发者工具与效率项目,为 DeepSeek Harness (DSH) 插件生态打造的现代化桌面端解决方案。万物皆「插件」，桌面本身也是「插件」。
55,anywhere-labs/dsh-desktop,https://github.com/anywhere-labs/dsh-desktop,开发工具,28030,28030,2026-08-13,开源开发者工具与效率项目,为 DeepSeek Harness (DSH) 插件生态打造的现代化桌面端解决方案。万物皆「插件」，桌面本身也是「插件」。
56,xai-org/grok-build,https://github.com/xai-org/grok-build,Coding Agent,26914,26914,2026-07-14,开源 AI 编程 Agent / 编程辅助工具,SpaceXAI的编码代理机被接通和TUI。全屏，鼠标交互，可扩展。
57,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,多模态,25167,39622,2026-06-22,开源多模态、图像或视觉项目,你浏览器里的间谍卫星模拟器 除了数据是真的 直播开源空间。
58,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Coding Agent,24891,143055,2026-06-12,开源 AI 编程 Agent / 编程辅助工具,让你的人工智能探员觉得自己是 房间里最懒惰的老德夫 最好的密码是密码。。。
59,firecrawl/anydoc,https://github.com/firecrawl/anydoc,前端框架,21854,21854,2026-08-03,开源前端框架、UI 或交互工具,开源前端框架、UI 或交互工具，具体主要用途请以项目官方仓库说明为准。
60,affaan-m/ECC,https://github.com/affaan-m/ECC,Coding Agent,19892,263722,2026-01-18,开源 AI 编程 Agent / 编程辅助工具,特工利用性能优化系统。技能，本能，记忆，安全，还有。。。
61,andrewyng/openworker,https://github.com/andrewyng/openworker,开发工具,18072,18072,2026-07-20,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
62,img2threejs/img2threejs,https://github.com/img2threejs/img2threejs,Coding Agent,16468,16468,2026-07-15,开源 AI 编程 Agent / 编程辅助工具,在参考图像中重新构建对象，作为只使用代码，程序，质量定型，动画——。
63,awesome-dsh-plugin/awesome-dsh-plugin,https://github.com/awesome-dsh-plugin/awesome-dsh-plugin,开发工具,16400,16400,2026-08-13,开源开发者工具与效率项目,DeepSeek Harness (dsh) / DeepSeek Harness 的插件目录。
64,stablyai/orca,https://github.com/stablyai/orca,Coding Agent,15325,73586,2026-03-17,开源 AI 编程 Agent / 编程辅助工具,Orca是ADE公司，负责与一组平行特工合作。运行任何编码代理与你的O。。。
65,Fei-Away/Codex-Dream-Skin,https://github.com/Fei-Away/Codex-Dream-Skin,Coding Agent,14672,14672,2026-07-15,开源 AI 编程 Agent / 编程辅助工具,Codex 梦皮。
66,FlashML-org/FreeToken,https://github.com/FlashML-org/FreeToken,模型/推理,13333,13333,2026-07-20,开源大模型、训练或推理项目,FreeToken 为您的桌面提供数据中心尺度模型。在当地运行大型模型，。。。
67,browser-use/jev-ultrafast,https://github.com/browser-use/jev-ultrafast,开发工具,11812,11812,2026-09-16,开源开发者工具与效率项目,i。。。。速度 (英语)。
68,pathwaycom/arc-task-gen,https://github.com/pathwaycom/arc-task-gen,开发工具,11172,11172,2026-08-04,开源开发者工具与效率项目,生成原始的 ARC-AGI-1 类任务分布匹配到公共 eval 集。
69,openai/codex-security,https://github.com/openai/codex-security,Coding Agent,10814,10814,2026-07-13,开源 AI 编程 Agent / 编程辅助工具,OpenAI的代码安全CLI和TypeScript SDK用于查找，验证，并固定安全 v。
70,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,开发工具,10814,10814,2026-07-07,开源开发者工具与效率项目,从任何写作中去掉 20+ 的 AI sloop 模式。
71,miuuyy/codex-chatgpt-web,https://github.com/miuuyy/codex-chatgpt-web,Coding Agent,9942,9942,2026-07-26,开源 AI 编程 Agent / 编程辅助工具,使用ChatGPT Web(包括Pro)作为Codex中的本土模型——带有上下文，工具，流出a。
72,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,Coding Agent,9626,68600,2026-02-13,开源 AI 编程 Agent / 编程辅助工具,永不停止编码。Free MIT AI网关:一端点，352个供应商(150+免费)，1200+模型。。
73,oso95/scroll-world,https://github.com/oso95/scroll-world,多模态,9404,9404,2026-07-06,开源多模态、图像或视觉项目,将任何品牌变成可滚动的 三维世界登陆页面的技能。
74,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,Coding Agent,9146,247469,2025-07-22,开源 AI 编程 Agent / 编程辅助工具,跟你一起成长的特工。
75,Vincentwei1021/video-shotcraft,https://github.com/Vincentwei1021/video-shotcraft,Coding Agent,9106,9106,2026-07-19,开源 AI 编程 Agent / 编程辅助工具,Claude Code & Codex的AI视频技巧——带有Remotion的电影产品视频:152 shoot rec。
76,microsoft/markitdown,https://github.com/microsoft/markitdown,机器人,9064,185939,2024-11-13,开源机器人、具身智能或硬件项目,用于将文件和办公文档转换为Markdown的 Python 工具。
77,MiniMax-AI/MiniMax-H3,https://github.com/MiniMax-AI/MiniMax-H3,开发工具,8987,8987,2026-07-30,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
78,MoonshotAI/Kimi-K3,https://github.com/MoonshotAI/Kimi-K3,开发工具,8829,8829,2026-07-27,开源开发者工具与效率项目,开放边境情报。
79,trailhq/Graft,https://github.com/trailhq/Graft,Coding Agent,8823,8823,2026-07-03,开源 AI 编程 Agent / 编程辅助工具,Turbox Claude Code，Cursor，Codex，双子座和每个编码代理:更快，更便宜，与同。
80,pollen-robotics/microduck,https://github.com/pollen-robotics/microduck,机器人,8617,8617,2026-07-29,开源机器人、具身智能或硬件项目,一只小双人鸭机器人。
81,MDX-Tom/gpt-5.6-instruct,https://github.com/MDX-Tom/gpt-instruct,Coding Agent,8592,8592,2026-07-11,开源 AI 编程 Agent / 编程辅助工具,开源 AI 编程 Agent / 编程辅助工具，具体主要用途请以项目官方仓库说明为准。
82,MDX-Tom/gpt-instruct,https://github.com/MDX-Tom/gpt-instruct,Coding Agent,8592,8592,2026-07-11,开源 AI 编程 Agent / 编程辅助工具,开源 AI 编程 Agent / 编程辅助工具，具体主要用途请以项目官方仓库说明为准。
83,eternity4719/HowToLiveBetter,https://github.com/eternity4719/HowToLiveBetter,开发工具,8585,8585,2026-09-07,开源开发者工具与效率项目,按性价比排序的循证生活指南：长寿防病、急救、省钱理财、法律红线、失业与工伤、医保社保、恋爱婚育、怀孕育儿、创业与做平台合规、出国与技能。每条写明成本、收益、证据等级和原始出处，只引期刊论。。。
84,google/artemis,https://github.com/google/artemis,Coding Agent,8356,8356,2026-08-13,开源 AI 编程 Agent / 编程辅助工具,ARTEMIS将自然语言指令转化为可靠的Android自动化。它自动化 en。。。
85,FareedKhan-dev/kimi-k3-in-c,https://github.com/FareedKhan-dev/kimi-k3-in-c,模型/推理,8117,8117,2026-08-01,开源大模型、训练或推理项目,开源大模型、训练或推理项目，具体主要用途请以项目官方仓库说明为准。
86,zhu1090093659/dsh-web,https://github.com/zhu1090093659/dsh-web,前端框架,7861,7861,2026-08-12,开源前端框架、UI 或交互工具,DeepSeek Harness (DSH) Web 插件聚合生态 · 万物皆插件，通过创意工坊分发｜｜DeepSeek Harness (DSH) Web Plugin Aggrega。。。
87,zhu1090093659/dsh-web-ui,https://github.com/zhu1090093659/dsh-web,前端框架,7861,7861,2026-08-12,开源前端框架、UI 或交互工具,DeepSeek Harness (DSH) Web 插件聚合生态 · 万物皆插件，通过创意工坊分发｜｜DeepSeek Harness (DSH) Web Plugin Aggrega。。。
88,earendil-works/pi,https://github.com/earendil-works/pi,Coding Agent,7851,107742,2025-08-09,开源 AI 编程 Agent / 编程辅助工具,AI代理工具包: 统一的LLM API，代理环路，TUI，编码代理CLI。
89,lnkiai/m3e-canvas,https://github.com/lnkiai/m3e-canvas,前端框架,7778,7778,2026-09-02,开源前端框架、UI 或交互工具,Sketch Material 3 在浏览器中显示快取屏幕，并把它们变成相感编码提示。
90,genspark-ai/genoffice,https://github.com/genspark-ai/genoffice,Coding Agent,7337,7337,2026-07-31,开源 AI 编程 Agent / 编程辅助工具,自由，开源的AI Office套件:多克，工作表，幻灯片，PDF，Markdown和HTML编辑器有。
91,Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,Coding Agent,7311,119892,2026-04-03,开源 AI 编程 Agent / 编程辅助工具,将任何编码库，及其文件，SQL计划，配置，和PDF，变成可查询的知识。
92,Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,Coding Agent,7284,83837,2026-02-24,开源 AI 编程 Agent / 编程辅助工具,让你的人工智能特工看到整个互联网 阅读并搜索Twitter，Reddit，YouTube，G。
93,deepseek-ai/DeepSpec,https://github.com/deepseek-ai/DeepSpec,开发工具,7138,7138,2026-06-26,开源开发者工具与效率项目,DeepSpec:用于培训和评估投机解码算法的全存储码库。
94,LiamGvchi/gc-minimal-zine-poster,https://github.com/LiamGvchi/gc-minimal-zine-poster,Coding Agent,7133,7133,2026-07-12,开源 AI 编程 Agent / 编程辅助工具,制作静静的最小zine风格的编辑海报的 Codex 技巧提示和图像。
95,addyosmani/agent-skills,https://github.com/addyosmani/agent-skills,Coding Agent,7059,97672,2026-02-15,开源 AI 编程 Agent / 编程辅助工具,AI编码剂的生产级工程技能。
96,arvids-unavailable/openGym,https://github.com/arvids-unavailable/openGym,开发工具,6913,6913,2026-08-03,开源开发者工具与效率项目,https://github。com/ Duarte-Santos8/openGym (中文(简体) )。
97,abue-ammar/tinycast,https://github.com/abue-ammar/tinycast,开发工具,6865,6865,2026-06-29,开源开发者工具与效率项目,Tinycast——一个很小，完全本土的macOS发射装置，热键和剪贴板历史。
98,anomalyco/opencode,https://github.com/anomalyco/opencode,Coding Agent,6838,208883,2025-04-30,开源 AI 编程 Agent / 编程辅助工具,开源编码代理。
99,drumih/turbo-fieldfare,https://github.com/drumih/turbo-fieldfare,模型/推理,6788,6788,2026-07-17,开源大模型、训练或推理项目,开源大模型、训练或推理项目，具体主要用途请以项目官方仓库说明为准。
100,bashalarmistalt/decimen-optical-transfer,https://github.com/bashalarmistalt/decimen-optical-transfer,开发工具,6779,6779,2026-07-30,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
101,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,Coding Agent,6232,88802,2026-02-19,开源 AI 编程 Agent / 编程辅助工具,味道好 让你的AI品味好 停止AI生成无聊的，通用的slop。
102,nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,Coding Agent,6145,129329,2025-11-30,开源 AI 编程 Agent / 编程辅助工具,一种AI技能，提供设计智能，用于跨多层构建专业UI/UX。
103,rakanki911/DLSS5-Swapper,https://github.com/rakanki911/DLSS5-Swapper,开发工具,6063,6063,2026-08-29,开源开发者工具与效率项目,在您的游戏中安装、调制并恢复 DLSS 5，点击一次。原生雷诺DX，DLSS5-Feeder fo。。。
104,LaoFeng-mouse/flyingmouse-format,https://github.com/LaoFeng-mouse/flyingmouse-format,多模态,6038,6038,2026-08-06,开源多模态、图像或视觉项目,开源多模态、图像或视觉项目，具体主要用途请以项目官方仓库说明为准。
105,MengTo/threeui,https://github.com/MengTo/threeui,前端框架,5995,5995,2026-08-21,开源前端框架、UI 或交互工具,开源 三一一社区目录 有活互动组件 完整社区。。
106,vorssaint/vorssaint-utils,https://github.com/vorssaint/vorssaint-utils,前端框架,5992,20244,2026-06-12,开源前端框架、UI 或交互工具,免费开源macOS菜单条工具箱。
107,amagine-ai/Amagine3D,https://github.com/amagine-ai/Amagine3D,多模态,5884,5884,2026-08-19,开源多模态、图像或视觉项目,Amagine3D:从硬件要求到可编辑 三维设计。
108,baairon/torlink,https://github.com/baairon/torlink,机器人,5734,5734,2026-06-25,开源机器人、具身智能或硬件项目,开源机器人、具身智能或硬件项目，具体主要用途请以项目官方仓库说明为准。
109,github/spec-kit,https://github.com/github/spec-kit,Coding Agent,5707,138084,2025-08-21,开源 AI 编程 Agent / 编程辅助工具,帮助您启动 Spec-Driven 开发的工具箱。
110,ZzzLc0405/photo-abstract-editorial,https://github.com/ZzzLc0405/photo-abstract-editorial,开发工具,5700,5700,2026-08-04,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
111,XiaoDuoYa/codex-with-chatgpt,https://github.com/XiaoDuoYa/codex-with-chatgpt,Coding Agent,5695,5695,2026-08-28,开源 AI 编程 Agent / 编程辅助工具,ChatGPT认为。密码有用 使用ChatGPT作为规划大脑，同时保留了Codex的牵引。
112,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,Coding Agent,5626,106975,2026-04-04,开源 AI 编程 Agent / 编程辅助工具,为什么在很少信使耍花招的时候 还要用很多信使呢 Viral 技能 + 用于剪切编码代理。。。
113,larashero3-dotcom/lieflat-charts,https://github.com/larashero3-dotcom/lieflat-charts,Coding Agent,5582,5582,2026-07-16,开源 AI 编程 Agent / 编程辅助工具,数据可视化 AI Agents，将数据变成被抛光，交互式的HTML图表。。。。。。。。
114,openai/codex,https://github.com/openai/codex,Coding Agent,5498,125507,2025-04-13,开源 AI 编程 Agent / 编程辅助工具,在终端运行的轻量级编码代理。
115,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,Coding Agent,5430,73264,2026-01-07,开源 AI 编程 Agent / 编程辅助工具,压缩工具输出，日志，文件，以及RAG块在到达LLM之前。减少20%的令牌。。。
116,s1dashu/ip-as-logo-skill,https://github.com/s1dashu/ip-as-logo-skill,Coding Agent,5371,5371,2026-08-18,开源 AI 编程 Agent / 编程辅助工具,一个紧凑的Agent Skill，用于高度简化，圆形，潜入的新斯克奥莫克IP吉祥物标志。
117,experientiallabs/experiential,https://github.com/experientiallabs/experiential,模型/推理,5325,5325,2026-06-24,开源大模型、训练或推理项目,Experience是BYOK的开源，零标出网关，自托管和1000+市场pl。。
118,zhishile/codex-auth-helper,https://github.com/zhishile/codex-auth-helper,Coding Agent,5251,16108,2026-06-02,开源 AI 编程 Agent / 编程辅助工具,Codex登陆助手：安全地在本地导出您的已登录 ChatGPT 会话配置，生成符合 Codex 规范的 auth。json 本地备份文件。
119,CopilotKit/OpenBot,https://github.com/CopilotKit/OpenBot,Coding Agent,5227,5227,2026-08-17,开源 AI 编程 Agent / 编程辅助工具,开源AI同事，每人获得自己的计算机:浏览器，文件和工具，w。
120,nyblnet/bento,https://github.com/nyblnet/bento,前端框架,5159,5159,2026-07-17,开源前端框架、UI 或交互工具,Bento，适合文件的办公室套房。
121,tamaratran/fast-jev-compaction,https://github.com/tamaratran/fast-jev-compaction,开发工具,5158,5158,2026-09-17,开源开发者工具与效率项目,Claude Code插件用Jev决定来取代收缩摘要:每个工具都叫一个。
122,Zeejay0/gathered-scenes-zine-skill,https://github.com/Zeejay0/gathered-scenes-zine-skill,开发工具,5135,5135,2026-08-01,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
123,pbakaus/impeccable,https://github.com/pbakaus/impeccable,开发工具,5135,69392,2025-11-16,开源开发者工具与效率项目,设计语言让你的AI更能驾驭设计。
124,jingyaogong/minimind,https://github.com/jingyaogong/minimind,模型/推理,5073,61838,2024-07-27,开源大模型、训练或推理项目,从零开始训练64M参数LLM!。
125,vercel-labs/scriptc,https://github.com/vercel-labs/scriptc,开发工具,4887,4887,2026-07-22,开源开发者工具与效率项目,TypeScript 到 Native 编译器。
126,openTrinity/mycontext,https://github.com/openTrinity/mycontext,开发工具,4836,4836,2026-08-03,开源开发者工具与效率项目,MyContext 是本地首个用于日常通信和知识工作的桌面应用程序。
127,xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,https://github.com/xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,前端框架,4784,4784,2026-07-30,开源前端框架、UI 或交互工具,FDE（前沿部署工程师）从零入门指南（基于范冰《增长黑客》原书框架）。
128,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,Coding Agent,4721,116863,2026-03-31,开源 AI 编程 Agent / 编程辅助工具,由受欢迎品牌设计系统制作的DESIGN。md文件分析集。扔进你的。。。
129,bojieli/ai-infra-book,https://github.com/bojieli/ai-infra-book,模型/推理,4700,4700,2026-08-22,开源大模型、训练或推理项目,《深入理解 AI Infra：量化分析与系统设计》（李博杰 著）开源书稿：从硬件约束和模型架构出发，量化推导 LLM 推理与训练系统设计。含全书正文、PDF、配套计算工具与实验。
130,DavidHDev/canvas-ui,https://github.com/DavidHDev/canvas-ui,前端框架,4653,4653,2026-07-16,开源前端框架、UI 或交互工具,创意画布组件库。真实的 HTML 有 WebGL 效果运行在它上。反应。。。
