排名,项目,GitHub链接,赛道,近三月增长,当前star,创建时间,是什么,主要用途
15,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,AI Agent,5842,180221,2024-04-15,开源 AI Agent 与自动化工作流项目,上下文 API 用于搜索、刮取和与网络进行规模互动。QQ。
16,oomol-lab/open-connector,https://github.com/oomol-lab/open-connector,AI Agent,5730,5730,2026-06-29,开源 AI Agent 与自动化工作流项目,通过SDK，CLI，MCP连接1500+SaaS供应商与AI代理的开源认证网关。
17,truefoundry/trueforge,https://github.com/truefoundry/trueforge,AI Agent,5423,5423,2026-07-23,开源 AI Agent 与自动化工作流项目,开源代理牵引-将LLM转化为工作代理的运行时层。
18,harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,AI Agent,4735,123504,2024-03-11,开源 AI Agent 与自动化工作流项目,i AI QQ，根据主题或关键词一键生成高清短视频。Generate HD 短视频 从一个话题或关键词带有。
19,shy3130/tick-stock-panel,https://github.com/shy3130/tick-stock-panel,AI Agent,4672,4672,2026-06-18,开源 AI Agent 与自动化工作流项目,TSP自托管、零运维的 A 股「选股 + 监控 + 回测」量化工作台 | LLM能力驱使策略定制+个股分析+复盘 | 自由接入第三方数据源与个性化扩展数据 | 个人开源。
20,Hisn00w/ASu-skills,https://github.com/Hisn00w/ASu-skills,AI Agent,4514,4514,2026-08-12,开源 AI Agent 与自动化工作流项目,🚀面向求职与开发场景的实用 AI Skills 集合，支持简历优化、岗位投递、面试准备与开发提效。
21,dmmulroy/anti-slop,https://github.com/dmmulroy/anti-slop,AI Agent,4409,4409,2026-08-12,开源 AI Agent 与自动化工作流项目,对拒绝低证据类型Script和JavaScript模式的 Oxlint 规则的看法。
22,EvoMap/AutoResearch,https://github.com/EvoMap/AutoResearch,AI Agent,4337,4337,2026-08-15,开源 AI Agent 与自动化工作流项目,AI/ML研究代理人从思想到已准备好的证据。EvoMap开源项目。
23,aipoch/open-science,https://github.com/aipoch/open-science,AI Agent,4179,4179,2026-07-03,开源 AI Agent 与自动化工作流项目,AIPOCH Open-Science是一个开源，本地第一，模型不可知的AI研究工作台为。
24,davidondrej/skills,https://github.com/davidondrej/skills,AI Agent,4022,4022,2026-06-24,开源 AI Agent 与自动化工作流项目,获得David Ondrej的个人代理技能。
25,kirodotdev/KiroCrew,https://github.com/kirodotdev/KiroCrew,AI Agent,3897,3897,2026-07-16,开源 AI Agent 与自动化工作流项目,持续的发展工作空间能够自我改进并持续到一次会议之后。
26,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,AI Agent,3851,105673,2024-12-28,开源 AI Agent 与自动化工作流项目,贸易代理:多种代理 LLM 金融交易框架。
27,xiaobright/dsh-anchored-standard,https://github.com/xiaobright/dsh-anchored-standard,AI Agent,3818,3818,2026-08-14,开源 AI Agent 与自动化工作流项目,二相 DeepSeek Harness 预设:最小相通的靴子陷阱，然后是完整的标准工具(Proje。
28,anthropics/skills,https://github.com/anthropics/skills,AI Agent,3755,176225,2025-09-22,开源 AI Agent 与自动化工作流项目,代理技能公共仓库。
29,wang2122/sprix-sage-router,https://github.com/wang2122/sprix-sage-router,AI Agent,3689,3689,2026-08-18,开源 AI Agent 与自动化工作流项目,开源 AI Agent 与自动化工作流项目，具体主要用途请以项目官方仓库说明为准。
30,KKKKhazix/human-writing,https://github.com/KKKKhazix/human-writing,AI Agent,3625,3625,2026-08-05,开源 AI Agent 与自动化工作流项目,让 AI 写的中文读起来像一个具体的人在说话。通用创作与改稿 Skill，开箱即用。
31,omdsh-dev/DSH-better-sidebar,https://github.com/omdsh-dev/DSH-better-sidebar,AI Agent,3591,3591,2026-08-07,开源 AI Agent 与自动化工作流项目,开放的侧边栏底座，支持三方拓展注册新侧边栏页面。内置文件渲染编辑/终端/侧边对话/Git/子代理页面 ｜ Open sidebar foundation，supports third-。。。
32,synthetic-sciences/openscience,https://github.com/synthetic-sciences/openscience,AI Agent,3576,3576,2026-07-03,开源 AI Agent 与自动化工作流项目,科学研究的开源AI工作台。
33,zvec-ai/zvec-grep,https://github.com/zvec-ai/zvec-grep,AI Agent,3474,3474,2026-07-10,开源 AI Agent 与自动化工作流项目,本地第一搜索穿过你的工作空间，建造为人类和AI特工。
34,kvcache-ai/AgentENV,https://github.com/kvcache-ai/AgentENV,AI Agent,3461,3461,2026-07-23,开源 AI Agent 与自动化工作流项目,AgentENV(AENV)是规模化运行代理环境的分布式平台。
35,D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,AI Agent,3414,80867,2024-10-13,开源 AI Agent 与自动化工作流项目,一个适应性的 Web scrating 框架，它处理从一个单一请求到一个完整的。。。
36,msitarzewski/agency-agents,https://github.com/msitarzewski/agency-agents,AI Agent,3399,152229,2025-10-13,开源 AI Agent 与自动化工作流项目,从前端巫师到Reddit社区忍者。
37,emilkowalski/skills,https://github.com/emilkowalski/skills,AI Agent,3364,37573,2026-03-16,开源 AI Agent 与自动化工作流项目,设计师和工程师的技能。
38,AminBlg/SimpleEnglish,https://github.com/AminBlg/SimpleEnglish,AI Agent,3363,3363,2026-07-21,开源 AI Agent 与自动化工作流项目,代理技能: 使 LLMS 在 ASD- STE100 中写入文件。
39,cloudflare/security-audit-skill,https://github.com/cloudflare/security-audit-skill,AI Agent,3288,3288,2026-06-18,开源 AI Agent 与自动化工作流项目,多阶段安全审计的编码代理技能 由独立核实的机器。
40,datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,AI Agent,3137,78913,2025-09-07,开源 AI Agent 与自动化工作流项目,📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程。
41,virgiliojr94/book-to-skill,https://github.com/virgiliojr94/book-to-skill,AI Agent,3071,30589,2026-05-01,开源 AI Agent 与自动化工作流项目,将任何技术书PDF变成克洛德代码技能——准备学习，参考，使用whi。
42,yanliudesign/mono-color-skill,https://github.com/yanliudesign/mono-color-skill,AI Agent,3067,3067,2026-08-19,开源 AI Agent 与自动化工作流项目,一克一克的编辑印刷图像技巧——取暖相纸，半通相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相相。
43,bilawalsidhu/gods-eye-view,https://github.com/bilawalsidhu/gods-eye-view,多模态,32918,32918,2026-06-22,开源多模态、图像或视觉项目,你浏览器里的间谍卫星模拟器 除了数据是真的 直播开源空间。
44,JustVugg/colibri,https://github.com/JustVugg/colibri,模型/推理,31072,31072,2026-07-01,开源大模型、训练或推理项目,在你已经拥有的硬件上运行前沿MOE模型——纯C，零分解，专家流出fro。。。
45,xai-org/grok-build,https://github.com/xai-org/grok-build,Coding Agent,26734,26734,2026-07-14,开源 AI 编程 Agent / 编程辅助工具,SpaceXAI的编码代理机被接通和TUI。全屏，鼠标交互，可扩展。
46,anywhere-labs/deepseek-harness-desktop,https://github.com/anywhere-labs/dsh-desktop,开发工具,26416,26416,2026-08-13,开源开发者工具与效率项目,为 DeepSeek Harness (DSH) 插件生态打造的现代化桌面端解决方案。万物皆「插件」，桌面本身也是「插件」。
47,anywhere-labs/dsh-desktop,https://github.com/anywhere-labs/dsh-desktop,开发工具,26416,26416,2026-08-13,开源开发者工具与效率项目,为 DeepSeek Harness (DSH) 插件生态打造的现代化桌面端解决方案。万物皆「插件」，桌面本身也是「插件」。
48,baidu/Unlimited-OCR,https://github.com/baidu/Unlimited-OCR,多模态,25618,25618,2026-06-18,开源多模态、图像或视觉项目,"无限OCR作品:欢迎""一发长视""的时代。"
49,firecrawl/anydoc,https://github.com/firecrawl/anydoc,前端框架,21428,21428,2026-08-03,开源前端框架、UI 或交互工具,开源前端框架、UI 或交互工具，具体主要用途请以项目官方仓库说明为准。
50,DietrichGebert/ponytail,https://github.com/DietrichGebert/ponytail,Coding Agent,20094,137925,2026-06-12,开源 AI 编程 Agent / 编程辅助工具,让你的人工智能探员觉得自己是 房间里最懒惰的老德夫 最好的密码是密码。。。
51,ayghri/i-have-adhd,https://github.com/ayghri/i-have-adhd,Coding Agent,19701,44985,2026-05-13,开源 AI 编程 Agent / 编程辅助工具,阻止你的编码代理 掩埋答案的技能 ADHD 方便输出。
52,andrewyng/openworker,https://github.com/andrewyng/openworker,开发工具,17667,17667,2026-07-20,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
53,img2threejs/img2threejs,https://github.com/img2threejs/img2threejs,Coding Agent,15953,15953,2026-07-15,开源 AI 编程 Agent / 编程辅助工具,在参考图像中重新构建对象，作为只使用代码，程序，质量定型，动画——。
54,awesome-dsh-plugin/awesome-dsh-plugin,https://github.com/awesome-dsh-plugin/awesome-dsh-plugin,开发工具,15657,15657,2026-08-13,开源开发者工具与效率项目,DeepSeek Harness (dsh) / DeepSeek Harness 的插件目录。
55,lidge-jun/opencodex,https://github.com/lidge-jun/opencodex,Coding Agent,14596,14596,2026-06-18,开源 AI 编程 Agent / 编程辅助工具,OpenAI Codex & Claude Code 的通用供应商代理——使用任意LLM(克洛德，双子座，格罗克，。
56,Fei-Away/Codex-Dream-Skin,https://github.com/Fei-Away/Codex-Dream-Skin,Coding Agent,14518,14518,2026-07-15,开源 AI 编程 Agent / 编程辅助工具,Codex 梦皮。
57,affaan-m/ECC,https://github.com/affaan-m/ECC,Coding Agent,13685,258068,2026-01-18,开源 AI 编程 Agent / 编程辅助工具,特工利用性能优化系统。技能，本能，记忆，安全，还有。。。
58,FlashML-org/FreeToken,https://github.com/FlashML-org/FreeToken,模型/推理,12767,12767,2026-07-20,开源大模型、训练或推理项目,FreeToken 为您的桌面提供数据中心尺度模型。在当地运行大型模型，。。。
59,pathwaycom/arc-task-gen,https://github.com/pathwaycom/arc-task-gen,开发工具,11218,11218,2026-08-04,开源开发者工具与效率项目,生成原始的 ARC-AGI-1 类任务分布匹配到公共 eval 集。
60,openai/codex-security,https://github.com/openai/codex-security,Coding Agent,10693,10693,2026-07-13,开源 AI 编程 Agent / 编程辅助工具,OpenAI的代码安全CLI和TypeScript SDK用于查找，验证，并固定安全 v。
61,stablyai/orca,https://github.com/stablyai/orca,Coding Agent,9867,68309,2026-03-17,开源 AI 编程 Agent / 编程辅助工具,Orca是ADE公司，负责与一组平行特工合作。运行任何编码代理与你的O。。。
62,petergyang/no-ai-slop,https://github.com/petergyang/no-ai-slop,开发工具,9385,9385,2026-07-07,开源开发者工具与效率项目,从任何写作中去掉 20+ 的 AI sloop 模式。
63,oso95/scroll-world,https://github.com/oso95/scroll-world,多模态,9262,9262,2026-07-06,开源多模态、图像或视觉项目,将任何品牌变成可滚动的 三维世界登陆页面的技能。
64,MoonshotAI/Kimi-K3,https://github.com/MoonshotAI/Kimi-K3,开发工具,8779,8779,2026-07-27,开源开发者工具与效率项目,开放边境情报。
65,MiniMax-AI/MiniMax-H3,https://github.com/MiniMax-AI/MiniMax-H3,开发工具,8603,8603,2026-07-30,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
66,Vincentwei1021/video-shotcraft,https://github.com/Vincentwei1021/video-shotcraft,Coding Agent,8516,8516,2026-07-19,开源 AI 编程 Agent / 编程辅助工具,Claude Code & Codex的AI视频技巧——带有Remotion的电影产品视频:152 shoot rec。
67,pollen-robotics/microduck,https://github.com/pollen-robotics/microduck,机器人,8295,8295,2026-07-29,开源机器人、具身智能或硬件项目,一只小双人鸭机器人。
68,MDX-Tom/gpt-5.6-instruct,https://github.com/MDX-Tom/gpt-instruct,Coding Agent,8236,8236,2026-07-11,开源 AI 编程 Agent / 编程辅助工具,开源 AI 编程 Agent / 编程辅助工具，具体主要用途请以项目官方仓库说明为准。
69,MDX-Tom/gpt-instruct,https://github.com/MDX-Tom/gpt-instruct,Coding Agent,8236,8236,2026-07-11,开源 AI 编程 Agent / 编程辅助工具,开源 AI 编程 Agent / 编程辅助工具，具体主要用途请以项目官方仓库说明为准。
70,FareedKhan-dev/kimi-k3-in-c,https://github.com/FareedKhan-dev/kimi-k3-in-c,模型/推理,7892,7892,2026-08-01,开源大模型、训练或推理项目,开源大模型、训练或推理项目，具体主要用途请以项目官方仓库说明为准。
71,trailhq/Graft,https://github.com/trailhq/Graft,Coding Agent,7617,7617,2026-07-03,开源 AI 编程 Agent / 编程辅助工具,Turbox Claude Code，Cursor，Codex，双子座和每个编码代理:更快，更便宜，与同。
72,zhu1090093659/dsh-web,https://github.com/zhu1090093659/dsh-web,前端框架,7553,7553,2026-08-12,开源前端框架、UI 或交互工具,DeepSeek Harness( DSH) 网络插件聚合生态系统。。
73,zhu1090093659/dsh-web-ui,https://github.com/zhu1090093659/dsh-web,前端框架,7553,7553,2026-08-12,开源前端框架、UI 或交互工具,DeepSeek Harness( DSH) 网络插件聚合生态系统。。
74,deepseek-ai/DeepSpec,https://github.com/deepseek-ai/DeepSpec,开发工具,7114,7114,2026-06-26,开源开发者工具与效率项目,DeepSpec:用于培训和评估投机解码算法的全存储码库。
75,LiamGvchi/gc-minimal-zine-poster,https://github.com/LiamGvchi/gc-minimal-zine-poster,Coding Agent,7067,7067,2026-07-12,开源 AI 编程 Agent / 编程辅助工具,制作静静的最小zine风格的编辑海报的 Codex 技巧提示和图像。
76,miuuyy/codex-chatgpt-web,https://github.com/miuuyy/codex-chatgpt-web,Coding Agent,6990,6990,2026-07-26,开源 AI 编程 Agent / 编程辅助工具,使用ChatGPT Web(包括Pro)作为Codex中的本土模型——带有上下文，工具，流出a。
77,microsoft/markitdown,https://github.com/microsoft/markitdown,机器人,6922,183852,2024-11-13,开源机器人、具身智能或硬件项目,用于将文件和办公文档转换为Markdown的 Python 工具。
78,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,Coding Agent,6911,245334,2025-07-22,开源 AI 编程 Agent / 编程辅助工具,跟你一起成长的特工。
79,arvids-unavailable/openGym,https://github.com/arvids-unavailable/openGym,开发工具,6831,6831,2026-08-03,开源开发者工具与效率项目,https://github。com/ Duarte-Santos8/openGym (中文(简体) )。
80,diegosouzapw/OmniRoute,https://github.com/diegosouzapw/OmniRoute,Coding Agent,6811,65940,2026-02-13,开源 AI 编程 Agent / 编程辅助工具,永不停止编码。Free MIT AI网关:一端点，352个供应商(150+免费)，1200+模型。。
81,bashalarmistalt/decimen-optical-transfer,https://github.com/bashalarmistalt/decimen-optical-transfer,开发工具,6741,6741,2026-07-30,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
82,genspark-ai/genoffice,https://github.com/genspark-ai/genoffice,Coding Agent,6730,6730,2026-07-31,开源 AI 编程 Agent / 编程辅助工具,自由，开源的AI Office套件:多克，工作表，幻灯片，PDF，Markdown和HTML编辑器有。
83,drumih/turbo-fieldfare,https://github.com/drumih/turbo-fieldfare,模型/推理,6728,6728,2026-07-17,开源大模型、训练或推理项目,开源大模型、训练或推理项目，具体主要用途请以项目官方仓库说明为准。
84,lnkiai/m3e-canvas,https://github.com/lnkiai/m3e-canvas,前端框架,6705,6705,2026-09-02,开源前端框架、UI 或交互工具,Sketch Material 3 在浏览器中显示快取屏幕，并把它们变成相感编码提示。
85,zhongerxin/Cowart,https://github.com/zhongerxin/Cowart,开发工具,5928,5928,2026-06-18,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
86,LaoFeng-mouse/flyingmouse-format,https://github.com/LaoFeng-mouse/flyingmouse-format,多模态,5872,5872,2026-08-06,开源多模态、图像或视觉项目,开源多模态、图像或视觉项目，具体主要用途请以项目官方仓库说明为准。
87,MengTo/threeui,https://github.com/MengTo/threeui,前端框架,5757,5757,2026-08-21,开源前端框架、UI 或交互工具,开源 三一一社区目录 有活互动组件 完整社区。。
88,baairon/torlink,https://github.com/baairon/torlink,机器人,5649,5649,2026-06-25,开源机器人、具身智能或硬件项目,开源机器人、具身智能或硬件项目，具体主要用途请以项目官方仓库说明为准。
89,ZzzLc0405/photo-abstract-editorial,https://github.com/ZzzLc0405/photo-abstract-editorial,开发工具,5601,5601,2026-08-04,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
90,larashero3-dotcom/lieflat-charts,https://github.com/larashero3-dotcom/lieflat-charts,Coding Agent,5380,5380,2026-07-16,开源 AI 编程 Agent / 编程辅助工具,数据可视化 AI Agents，将数据变成被抛光，交互式的HTML图表。。。。。。。。
91,s1dashu/ip-as-logo-skill,https://github.com/s1dashu/ip-as-logo-skill,Coding Agent,5228,5228,2026-08-18,开源 AI 编程 Agent / 编程辅助工具,一个紧凑的Agent Skill，用于高度简化，圆形，潜入的新斯克奥莫克IP吉祥物标志。
92,bikini/exploitarium,https://github.com/bikini/exploitarium,开发工具,5109,5109,2026-06-23,开源开发者工具与效率项目,一个公共开发的档案 PoCs和脆弱性研究的写作。当时我阿宝。。。
93,google/artemis,https://github.com/google/artemis,Coding Agent,5100,5100,2026-08-13,开源 AI 编程 Agent / 编程辅助工具,ARTEMIS将自然语言指令转化为可靠的Android自动化。它自动化 en。。。
94,anomalyco/opencode,https://github.com/anomalyco/opencode,Coding Agent,5034,207266,2025-04-30,开源 AI 编程 Agent / 编程辅助工具,开源编码代理。
95,nyblnet/bento,https://github.com/nyblnet/bento,前端框架,5013,5013,2026-07-17,开源前端框架、UI 或交互工具,Bento，适合文件的办公室套房。
96,Zeejay0/gathered-scenes-zine-skill,https://github.com/Zeejay0/gathered-scenes-zine-skill,开发工具,5002,5002,2026-08-01,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
97,earendil-works/pi,https://github.com/earendil-works/pi,Coding Agent,4961,104978,2025-08-09,开源 AI 编程 Agent / 编程辅助工具,AI代理工具包: 统一的LLM API，代理环路，TUI，编码代理CLI。
98,Graphify-Labs/graphify,https://github.com/Graphify-Labs/graphify,Coding Agent,4918,116599,2026-04-03,开源 AI 编程 Agent / 编程辅助工具,将任何编码库，及其文件，SQL计划，配置，和PDF，变成可查询的知识。
99,CopilotKit/OpenBot,https://github.com/CopilotKit/OpenBot,Coding Agent,4873,4873,2026-08-17,开源 AI 编程 Agent / 编程辅助工具,开源AI同事，每人获得自己的计算机:浏览器，文件和工具，w。
100,vercel-labs/scriptc,https://github.com/vercel-labs/scriptc,开发工具,4832,4832,2026-07-22,开源开发者工具与效率项目,TypeScript 到 Native 编译器。
101,experientiallabs/experiential,https://github.com/experientiallabs/experiential,模型/推理,4811,4811,2026-06-24,开源大模型、训练或推理项目,Experience是BYOK的开源，零标出网关，自托管和1000+市场pl。。
102,xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,https://github.com/xdash/FDE-the-Guidance-Book-of-Forward-Deployed-Engineer,前端框架,4676,4676,2026-07-30,开源前端框架、UI 或交互工具,FDE（前沿部署工程师）从零入门指南（基于范冰《增长黑客》原书框架）。
103,vorssaint/vorssaint-utils,https://github.com/vorssaint/vorssaint-utils,前端框架,4607,18887,2026-06-12,开源前端框架、UI 或交互工具,免费开源macOS菜单条工具箱。
104,amagine-ai/Amagine3D,https://github.com/amagine-ai/Amagine3D,多模态,4595,4595,2026-08-19,开源多模态、图像或视觉项目,Amagine3D:从硬件要求到可编辑 三维设计。
105,DavidHDev/canvas-ui,https://github.com/DavidHDev/canvas-ui,前端框架,4577,4577,2026-07-16,开源前端框架、UI 或交互工具,创意画布组件库。真实的 HTML 有 WebGL 效果运行在它上。反应。。。
106,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,Coding Agent,4556,72020,2026-01-07,开源 AI 编程 Agent / 编程辅助工具,压缩工具输出，日志，文件，以及RAG块在到达LLM之前。减少20%的令牌。。。
107,Jia-Ethan/codex-keysmith,https://github.com/Jia-Ethan/codex-keysmith,Coding Agent,4463,4463,2026-06-28,开源 AI 编程 Agent / 编程辅助工具,版本的 Codex 指令部署，包含预览，所有权清单，钩位隔离，sce。。。
108,Leonxlnx/taste-skill,https://github.com/Leonxlnx/taste-skill,Coding Agent,4434,87016,2026-02-19,开源 AI 编程 Agent / 编程辅助工具,味道好 让你的AI品味好 停止AI生成无聊的，通用的slop。
109,rakanki911/DLSS5-Swapper,https://github.com/rakanki911/DLSS5-Swapper,开发工具,4419,4419,2026-08-29,开源开发者工具与效率项目,在您的游戏中安装、调制并恢复 DLSS 5，点击一次。原生雷诺DX，DLSS5-Feeder fo。。。
110,withmarbleapp/os-taxonomy,https://github.com/withmarbleapp/os-taxonomy,开发工具,4375,4375,2026-07-08,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
111,slvDev/esp32-ai,https://github.com/slvDev/esp32-ai,开发工具,4346,4346,2026-07-23,开源开发者工具与效率项目,详见 GitHub 官方仓库说明。
112,XiaoDuoYa/codex-with-chatgpt,https://github.com/XiaoDuoYa/codex-with-chatgpt,Coding Agent,4272,4272,2026-08-28,开源 AI 编程 Agent / 编程辅助工具,ChatGPT认为。密码有用 使用ChatGPT作为规划大脑，同时保留了Codex的牵引。
113,nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,Coding Agent,4263,127513,2025-11-30,开源 AI 编程 Agent / 编程辅助工具,一种AI技能，提供设计智能，用于跨多层构建专业UI/UX。
114,openTrinity/mycontext,https://github.com/openTrinity/mycontext,开发工具,4250,4250,2026-08-03,开源开发者工具与效率项目,MyContext 是本地首个用于日常通信和知识工作的桌面应用程序。
115,jingyaogong/minimind,https://github.com/jingyaogong/minimind,模型/推理,4235,61028,2024-07-27,开源大模型、训练或推理项目,从零开始训练64M参数LLM!。
116,github/spec-kit,https://github.com/github/spec-kit,Coding Agent,4200,136636,2025-08-21,开源 AI 编程 Agent / 编程辅助工具,帮助您启动 Spec-Driven 开发的工具箱。
117,Panniantong/Agent-Reach,https://github.com/Panniantong/Agent-Reach,Coding Agent,4197,80786,2026-02-24,开源 AI 编程 Agent / 编程辅助工具,让你的人工智能特工看到整个互联网 阅读并搜索Twitter，Reddit，YouTube，G。
118,mekos2772/ios-location-spoofer,https://github.com/mekos2772/ios-location-spoofer,开发工具,4047,4047,2026-06-30,开源开发者工具与效率项目,独立iOS应用程序在没有越狱的情况下 搜索GPS的位置 包括Shadowrocket/Surge/Loon/。
119,crmne/fastpotify,https://github.com/crmne/spotifast,音视频,3989,3989,2026-08-27,开源音视频、语音或多媒体工具,分明，本土而快。一个轻量级的Rust应用 为你整个图书馆，本地播放，一个。。。
120,crmne/spotifast,https://github.com/crmne/spotifast,音视频,3989,3989,2026-08-27,开源音视频、语音或多媒体工具,分明，本土而快。一个轻量级的Rust应用 为你整个图书馆，本地播放，一个。。。
121,microsoft/skill-recorder,https://github.com/microsoft/skill-recorder,Coding Agent,3941,3941,2026-07-29,开源 AI 编程 Agent / 编程辅助工具,用于记录您在屏幕上的工作会话并使用 GitHub 副驾驶 CLI 进行侦察的桌面应用程序。。。
122,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,Coding Agent,3937,105494,2026-04-04,开源 AI 编程 Agent / 编程辅助工具,为何在很少信使耍花招时使用许多信使——克洛德密码技巧将65%信使从t切去。。。。。。
123,digimata/quill,https://github.com/digimata/quill,前端框架,3905,3905,2026-07-24,开源前端框架、UI 或交互工具,超minimalist macOS录制+转录。
124,dsh-market/dsh-market,https://github.com/dsh-market/dsh-market,开发工具,3877,3877,2026-08-14,开源开发者工具与效率项目,DeepSeek Harness内部的插件市场——浏览，搜索，一击安装 ^ DSH →。
125,openai/codex,https://github.com/openai/codex,Coding Agent,3828,124023,2025-04-13,开源 AI 编程 Agent / 编程辅助工具,在终端运行的轻量级编码代理。
126,spinabot/brigade,https://github.com/spinabot/brigade,Coding Agent,3724,3724,2026-06-19,开源 AI 编程 Agent / 编程辅助工具,旅 - 你的个人情报，建设的企业级。
127,isjiamu/gzh-design-skill,https://github.com/isjiamu/gzh-design-skill,Coding Agent,3660,3660,2026-07-01,开源 AI 编程 Agent / 编程辅助工具,把 Markdown 一键排成可直接粘进公众号编辑器的精致 HTML —— 6 套精选主题 + 主题生成器 + 双关卡校验。An AI-agent skill that turns Ma。。。
128,pbakaus/impeccable,https://github.com/pbakaus/impeccable,开发工具,3640,67935,2025-11-16,开源开发者工具与效率项目,设计语言让你的AI更能驾驭设计。
129,bryanthaboi/gen1recomp,https://github.com/bryanthaboi/gen1recomp,开发工具,3638,3638,2026-07-18,开源开发者工具与效率项目,开源开发者工具与效率项目，具体主要用途请以项目官方仓库说明为准。
130,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,Coding Agent,3625,115801,2026-03-31,开源 AI 编程 Agent / 编程辅助工具,由受欢迎品牌设计系统制作的DESIGN。md文件分析集。扔进你的。。。
131,yetone/cumora,https://github.com/yetone/cumora,Coding Agent,3594,3594,2026-08-17,开源 AI 编程 Agent / 编程辅助工具,特工团队聚集的地方 跨平台团队聊天 AI代理是一等队友。。
